review_id,source_platform,community_id,thread_id,source_item_id,url,model_id,provider_id,product_id,inference_profile,task_category,aspect_category,evidence_type,claim_type,polarity_score,extractor_confidence,firsthand_flag,regression_flag,hallucination_flag,refusal_flag,value_flag,evidence_text,classifier_task_category,classifier_task_confidence,classifier_aspect_category,classifier_aspect_confidence,classifier_evidence_type,classifier_evidence_confidence,classifier_polarity_score,classifier_polarity_confidence,classifier_firsthand_flag,classifier_firsthand_confidence,classifier_disagreement_count,reviewed_flag,human_excluded_from_scoring,human_exclusion_reason,human_provider_id,human_model_id,human_product_id,human_inference_profile,human_task_category,human_aspect_category,human_evidence_type,human_polarity_score,human_firsthand_flag,human_notes
500e1a1292ea4956982c5fb22f87147c,hacker_news,hacker_news,45214908,45219001,https://news.ycombinator.com/item?id=45219001,claude,anthropic,,,general,satisfaction,hearsay,complaint,-1,0.53,False,False,False,False,False,Pretty sure this is wrong - the recent conversation list is not verbatim stored in the context (unlike the actual Memories that you can edit). Rather it seems to me a bit similar to Claude - memories are created per conversation by compressing the conversations and accessed on demand rather than forced into context.,writing,0.375,hallucination_safety,0.231,bug_regression_report,0.302,0,0.518,true,0.555,5,True,True,"memory architecture description, no quality claim",,,,,,,,,,
f14f9ed91f2249e196e19b2a6c586acb,hacker_news,hacker_news,47167858,47168789,https://news.ycombinator.com/item?id=47168789,gemini,google,,,general,satisfaction,hearsay,praise,1,0.53,False,False,False,False,False,"Gemini took a pile of dirt and gave me countless ideas, improved my plans, recommended materials, etc. a designer gave me two out of the box ideas that Gemini didn’t come up with, but it did everything else perfectly. (Designer said, put a patio out in the yard and put your table there, and take your ugly shed and make it the center of attention, since you’ll never succeeed trying to hide it)",multimodal,0.288,task_fit,0.449,firsthand_usage,0.716,2,0.443,true,0.914,5,True,False,,google,gemini,,,general,satisfaction,firsthand_usage,2,True,"countless ideas, did everything else perfectly"
b15be6083d9d4b6787341f7fc3442e29,hacker_news,hacker_news,45214908,45220045,https://news.ycombinator.com/item?id=45220045,gpt-5,openai,,,general,satisfaction,hearsay,complaint,-1,0.53,False,False,False,False,False,Sadly I wish I could disable the embeddings memory and keep the explicit. The lossy nature of embeddings make it hallucinate a bit too much for my liking and GPT-5 seems to have just made it worse.,multimodal,0.313,hallucination_safety,0.438,firsthand_usage,0.255,-2,0.669,true,0.852,5,True,False,,openai,gpt-5,,,general,hallucination_safety,bug_regression_report,-1,True,"embeddings memory hallucination, GPT-5 made it worse"
efdb3cc6afdb4d6086531b4bcbcb8065,hacker_news,hacker_news,48192383,48201398,https://news.ycombinator.com/item?id=48201398,llama,meta,,,general,satisfaction,comparative_evaluation,neutral,0,0.53,False,False,False,False,False,"I thought Llamafile was just a model and llama.cpp bundled in to a single binary - is this the difference between Llamafile injecting a default sysmtem prompt vs hitting the raw llama-server endpoint with no harness? That seems like comparing apples to apple pie, there's some ingredients missing.",api_developer_workflow,0.770,developer_ergonomics,0.752,integration_failure,0.350,1,0.604,true,0.679,5,True,True,"harness comparison question, no model quality claim",,,,,,,,,,
5183b77f886044a487dd6b3bdcbb698f,hacker_news,hacker_news,46937560,46939471,https://news.ycombinator.com/item?id=46939471,gpt-4o,openai,,,writing,trust_reliability,hearsay,complaint,-1,0.56,False,False,False,False,False,"It told her she wasn't broken, that trauma can imprint itself even on joyous milestones like birth, and that healing doesn't make her a weak mother, but a brave one. She began chatting with GPT-4o almost every night. The model helped her map her emotions, analyze peer-reviewed studies in simplified language, and even gently guided her through journaling prompts.",multimodal,0.329,task_fit,0.343,firsthand_usage,0.287,1,0.538,true,0.761,5,True,False,,openai,gpt-4o,,,roleplay,satisfaction,hearsay,1,False,secondhand mental-health support story
0fe4495d5db2482dba63d4dd63fe0bf4,hacker_news,hacker_news,48192383,48201398,https://news.ycombinator.com/item?id=48201398,mistral,mistral,,,agents,satisfaction,comparative_evaluation,neutral,0,0.56,False,False,False,False,False,"Same Mistral-Nemo 12B weights produce 7% accuracy on llama-server with native function calling and 83% on Llamafile in prompt mode. I thought Llamafile was just a model and llama.cpp bundled in to a single binary - is this the difference between Llamafile injecting a default sysmtem prompt vs hitting the raw llama-server endpoint with no harness? That seems like comparing apples to apple pie, there's some ingredients missing.",api_developer_workflow,0.646,developer_ergonomics,0.469,benchmark_anecdote,0.508,1,0.576,true,0.670,5,True,True,"harness-dependent accuracy discrepancy, not model quality",,,,,,,,,,
f6e778c69f6540308312afb23c635185,hacker_news,hacker_news,46937560,46939471,https://news.ycombinator.com/item?id=46939471,gpt-4o,openai,chatgpt,,writing,refusal_acceptance,hearsay,complaint,-1,0.62,False,False,False,True,False,"She asked ChatGPT for life coaching and GPT-5.1 thinking refused directly with a suggestion of seeking professional psychological counselor. Switching to GPT-4o, 4o gave her a lot of suggestions without hesitation. Even many uni students are using 4o for drafting email and essay, employees accessing 4o for polishing theirs work, and old ppl chatting with 4o for accompany.",general,0.410,task_fit,0.444,comparative_evaluation,0.375,0,0.410,true,0.766,5,True,False,,openai,gpt-4o,,,general,refusal_acceptance,hearsay,1,False,4o gave suggestions without hesitation
be7dfe9d09544a6ea3b98398327bd181,hacker_news,hacker_news,46937560,46978760,https://news.ycombinator.com/item?id=46978760,gpt-4o,openai,,,writing,satisfaction,hearsay,complaint,-1,0.62,False,False,False,False,False,"Title: Why GPT-4o is an Irreplaceable Tool for My Mental Health and Productivity—and Why GPT-5.2 Fails Body: I’m writing this because the upcoming forced migration to GPT-5.2 feels less like an ""upgrade"" and more like the destruction of a vital cognitive bridge. As a student and user, GPT-4o has been more than a chatbot; it has been a cornerstone of my daily life and mental well-being. 1.",research,0.376,task_fit,0.388,comparative_evaluation,0.251,-2,0.425,true,0.579,5,True,False,,openai,gpt-4o,,,writing,satisfaction,firsthand_usage,2,True,"cornerstone of daily life, petition author"
6117b4273b24405abb9d3eefa24e19c6,hacker_news,hacker_news,46937560,46939471,https://news.ycombinator.com/item?id=46939471,gpt-5,openai,chatgpt,,writing,refusal_acceptance,hearsay,complaint,-1,0.62,False,False,False,True,False,"She asked ChatGPT for life coaching and GPT-5.1 thinking refused directly with a suggestion of seeking professional psychological counselor. Switching to GPT-4o, 4o gave her a lot of suggestions without hesitation. Even many uni students are using 4o for drafting email and essay, employees accessing 4o for polishing theirs work, and old ppl chatting with 4o for accompany.",general,0.410,task_fit,0.444,comparative_evaluation,0.375,0,0.410,true,0.766,5,True,False,,openai,gpt-5.1,,,general,refusal_acceptance,hearsay,-1,False,"refused life coaching, suggested counselor"
b7c6f77044514369af81234fc416242e,hacker_news,hacker_news,45890186,45905463,https://news.ycombinator.com/item?id=45905463,gemini,google,,,roleplay,value,pricing_value_comment,praise,2,0.65,False,False,False,False,True,"• Seedream: The adventurous middle child. Faster, cheaper, and often surprisingly good at aesthetic effects—bokeh, low-poly, ukiyo-e, metallic sheen, etc. Not as creative as OpenAI, not as conservative as Gemini.",multimodal,0.909,satisfaction,0.285,comparative_evaluation,0.301,1,0.576,true,0.514,5,True,True,span evaluates Seedream; gemini mention glancing,,,,,,,,,,
f6f23b7bdb1748dd85397306d66d29e2,hacker_news,hacker_news,48108778,48114839,https://news.ycombinator.com/item?id=48114839,claude,anthropic,,,coding,developer_ergonomics,firsthand_usage,neutral,0,0.7100000000000001,True,False,False,False,False,"I think this will be the next frontier for these models, improving the desktop tooling. I am surprised I've yet to see them go all in on hiring desktop app developers to overhaul Claude Code / Codex / Antigravity / etc because there's so many things they could do to reduce the footprint and issues drastically.",agents,0.441,satisfaction,0.361,release_update_reaction,0.538,2,0.610,false,0.672,5,True,True,"product tooling hiring commentary, no model quality claim",,,,,,,,,,
271430705fcf499d9ff5a5bde4af6312,hacker_news,hacker_news,47364116,47366264,https://news.ycombinator.com/item?id=47366264,claude,anthropic,,,research,trust_reliability,firsthand_usage,neutral,0,0.77,True,False,False,False,False,"""I make AI output lots of stuff"" is not an intrinsically valuable thing. I can run the same thing on Claude in research mode and get a report with cited sources in a more digestable format on my phone.",writing,0.346,value,0.374,hearsay,0.407,1,0.331,false,0.518,5,True,False,,anthropic,claude,,,research,task_fit,firsthand_usage,1,True,research mode report with cited sources
5e0d151f63814368a6ccedf61f9f5ef9,hacker_news,hacker_news,45572130,45572408,https://news.ycombinator.com/item?id=45572408,claude,anthropic,,,coding,value,integration_failure,neutral,0,0.77,True,False,False,False,False,"Plan mode is partial automation of the thinking there too (improving every month) Claude Code debugs something, it's automating a chain of reasoning: ""This error message means execution reached this file. That implies this variable has this value. I can test this theory by sending this HTTP request.",agents,0.625,trust_reliability,0.287,hearsay,0.378,-1,0.380,false,0.505,5,True,False,,anthropic,claude,,,coding,satisfaction,firsthand_usage,1,True,"plan mode automation, improving every month"
